code,year,indicator,subtype,type,value,id
OAX,2015,organized crime,extortion,rate,7.075992779,2
PUE,2015,organized crime,extortion,rate,42.01723164,2
QUE,2015,organized crime,extortion,rate,1.761139162,2
ROO,2015,organized crime,extortion,rate,76.69544918,2
SLP,2015,organized crime,extortion,rate,75.68427506,2
SIN,2015,organized crime,extortion,rate,64.35813667,2
SON,2015,organized crime,extortion,rate,5.838257087,2
TAB,2015,organized crime,extortion,rate,71.06644638,2
TAM,2015,organized crime,extortion,rate,97.41630814,2
TLA,2015,organized crime,extortion,rate,5.764902143,2
VER,2015,organized crime,extortion,rate,10.41483038,2
YUC,2015,organized crime,extortion,rate,24.81713623,2
ZAC,2015,organized crime,extortion,rate,80.68765644,2
AGU,2016,organized crime,extortion,rate,26.53842529,2
BCN,2016,organized crime,extortion,rate,37.06390364,2
BCS,2016,organized crime,extortion,rate,116.8475932,2
CAM,2016,organized crime,extortion,rate,15.81254633,2
COA,2016,organized crime,extortion,rate,8.478302447,2
COL,2016,organized crime,extortion,rate,56.26751631,2
CHP,2016,organized crime,extortion,rate,30.63041626,2
CHH,2016,organized crime,extortion,rate,7.92566554,2
DIF,2016,organized crime,extortion,rate,49.72543736,2
DUR,2016,organized crime,extortion,rate,33.60356509,2
GUA,2016,organized crime,extortion,rate,0.485388482,2
GRO,2016,organized crime,extortion,rate,140.7179557,2
HID,2016,organized crime,extortion,rate,17.64580014,2
JAL,2016,organized crime,extortion,rate,65.98699165,2
MEX,2016,organized crime,extortion,rate,51.84193867,2
MIC,2016,organized crime,extortion,rate,4.164102491,2
MOR,2016,organized crime,extortion,rate,38.09699944,2
NAY,2016,organized crime,extortion,rate,5.473407184,2
NLE,2016,organized crime,extortion,rate,183.0661714,2
OAX,2016,organized crime,extortion,rate,10.34722898,2
PUE,2016,organized crime,extortion,rate,18.43043844,2
QUE,2016,organized crime,extortion,rate,5.747776671,2
ROO,2016,organized crime,extortion,rate,26.4141717,2
SLP,2016,organized crime,extortion,rate,107.9787672,2
SIN,2016,organized crime,extortion,rate,53.19928654,2
SON,2016,organized crime,extortion,rate,42.3420305,2
TAB,2016,organized crime,extortion,rate,57.76172574,2
TAM,2016,organized crime,extortion,rate,54.35704499,2
TLA,2016,organized crime,extortion,rate,1765.010311,2
VER,2016,organized crime,extortion,rate,15.12618319,2
YUC,2016,organized crime,extortion,rate,20.54128883,2
ZAC,2016,organized crime,extortion,rate,66.88883047,2
AGU,2017,organized crime,extortion,rate,46.68524767,2
BCN,2017,organized crime,extortion,rate,40.0293029,2
BCS,2017,organized crime,extortion,rate,188.0953937,2
CAM,2017,organized crime,extortion,rate,19.84306513,2
COA,2017,organized crime,extortion,rate,7.659045835,2
COL,2017,organized crime,extortion,rate,14.74496039,2
CHP,2017,organized crime,extortion,rate,28.73400906,2
CHH,2017,organized crime,extortion,rate,5.644638083,2
DIF,2017,organized crime,extortion,rate,40.27574042,2
DUR,2017,organized crime,extortion,rate,47.63577999,2
GUA,2017,organized crime,extortion,rate,0.480494835,2
GRO,2017,organized crime,extortion,rate,125.9825369,2
HID,2017,organized crime,extortion,rate,28.81700841,2
JAL,2017,organized crime,extortion,rate,53.39720992,2
MEX,2017,organized crime,extortion,rate,54.36546753,2
MIC,2017,organized crime,extortion,rate,5.508608242,2
MOR,2017,organized crime,extortion,rate,24.16316857,2
NAY,2017,organized crime,extortion,rate,1.077743686,2
NLE,2017,organized crime,extortion,rate,204.0523502,2
OAX,2017,organized crime,extortion,rate,16.48933976,2
PUE,2017,organized crime,extortion,rate,17.63871358,2
QUE,2017,organized crime,extortion,rate,5.071188066,2
ROO,2017,organized crime,extortion,rate,48.35740944,2
SLP,2017,organized crime,extortion,rate,74.45729386,2
SIN,2017,organized crime,extortion,rate,24.47456157,2
SON,2017,organized crime,extortion,rate,9.394865454,2
TAB,2017,organized crime,extortion,rate,98.82817358,2
TAM,2017,organized crime,extortion,rate,92.62910331,2
TLA,2017,organized crime,extortion,rate,4.985110876,2
VER,2017,organized crime,extortion,rate,47.94544472,2
YUC,2017,organized crime,extortion,rate,11.74860937,2
ZAC,2017,organized crime,extortion,rate,159.4033031,2
AGU,2018,organized crime,extortion,rate,52.60872863,2
BCN,2018,organized crime,extortion,rate,27.48445486,2
BCS,2018,organized crime,extortion,rate,144.584609,2
CAM,2018,organized crime,extortion,rate,14.79628465,2
COA,2018,organized crime,extortion,rate,10.48409496,2
COL,2018,organized crime,extortion,rate,46.45978992,2
CHP,2018,organized crime,extortion,rate,36.58670547,2
CHH,2018,organized crime,extortion,rate,2.7084674,2
DIF,2018,organized crime,extortion,rate,41.74459965,2
DUR,2018,organized crime,extortion,rate,48.66505591,2
GUA,2018,organized crime,extortion,rate,1.687243132,2
GRO,2018,organized crime,extortion,rate,156.7264038,2
HID,2018,organized crime,extortion,rate,32.9015493,2
JAL,2018,organized crime,extortion,rate,70.18548025,2
MEX,2018,organized crime,extortion,rate,67.47193625,2
MIC,2018,organized crime,extortion,rate,0.745547486,2
MOR,2018,organized crime,extortion,rate,11.51589254,2
NAY,2018,organized crime,extortion,rate,4.632858206,2
NLE,2018,organized crime,extortion,rate,157.9112412,2
OAX,2018,organized crime,extortion,rate,30.50126858,2
PUE,2018,organized crime,extortion,rate,26.63478999,2
QUE,2018,organized crime,extortion,rate,29.84887206,2
ROO,2018,organized crime,extortion,rate,82.22625017,2
SLP,2018,organized crime,extortion,rate,57.2063858,2
SIN,2018,organized crime,extortion,rate,33.5911757,2
SON,2018,organized crime,extortion,rate,2.66264388,2
TAB,2018,organized crime,extortion,rate,61.54629866,2
TAM,2018,organized crime,extortion,rate,70.77322768,2
TLA,2018,organized crime,extortion,rate,0.671436322,2
VER,2018,organized crime,extortion,rate,43.8138082,2
YUC,2018,organized crime,extortion,rate,1.535257006,2
ZAC,2018,organized crime,extortion,rate,192.7072044,2
AGU,2015,organized crime,kidnapping,rate,1.126274098,3
BCN,2015,organized crime,kidnapping,rate,4.377874283,3
BCS,2015,organized crime,kidnapping,rate,248.1412698,3
CAM,2015,organized crime,kidnapping,rate,0.818034275,3
COA,2015,organized crime,kidnapping,rate,9.298276719,3
COL,2015,organized crime,kidnapping,rate,2.49412495,3
CHP,2015,organized crime,kidnapping,rate,0.90432624,3
CHH,2015,organized crime,kidnapping,rate,0.387116647,3
DIF,2015,organized crime,kidnapping,rate,1.59698548,3
DUR,2015,organized crime,kidnapping,rate,2.357464603,3
GUA,2015,organized crime,kidnapping,rate,0.680086516,3
GRO,2015,organized crime,kidnapping,rate,7.029836544,3
HID,2015,organized crime,kidnapping,rate,1.551994399,3
JAL,2015,organized crime,kidnapping,rate,0.376727578,3
MEX,2015,organized crime,kidnapping,rate,4.546109831,3
MIC,2015,organized crime,kidnapping,rate,3.416056441,3
MOR,2015,organized crime,kidnapping,rate,4.151393399,3
NAY,2015,organized crime,kidnapping,rate,23.92340495,3
NLE,2015,organized crime,kidnapping,rate,1.408786666,3
OAX,2015,organized crime,kidnapping,rate,0.845934439,3
PUE,2015,organized crime,kidnapping,rate,1.27500565,3
QUE,2015,organized crime,kidnapping,rate,1.352947202,3
ROO,2015,organized crime,kidnapping,rate,10.0992017,3
SLP,2015,organized crime,kidnapping,rate,3.504651579,3
SIN,2015,organized crime,kidnapping,rate,0.928446609,3
SON,2015,organized crime,kidnapping,rate,0.519975013,3
TAB,2015,organized crime,kidnapping,rate,73.44610181,3
TAM,2015,organized crime,kidnapping,rate,51.46336515,3
TLA,2015,organized crime,kidnapping,rate,1.389753195,3
VER,2015,organized crime,kidnapping,rate,11.26043046,3
YUC,2015,organized crime,kidnapping,rate,248.1412698,3
ZAC,2015,organized crime,kidnapping,rate,3.371415764,3
AGU,2016,organized crime,kidnapping,rate,0.442699552,3
BCN,2016,organized crime,kidnapping,rate,3.085209067,3
BCS,2016,organized crime,kidnapping,rate,247.1893241,3
CAM,2016,organized crime,kidnapping,rate,0.937396886,3
COA,2016,organized crime,kidnapping,rate,9.759906305,3
COL,2016,organized crime,kidnapping,rate,3.062628715,3
CHP,2016,organized crime,kidnapping,rate,2.595503402,3
CHH,2016,organized crime,kidnapping,rate,0.548032891,3
DIF,2016,organized crime,kidnapping,rate,1.391651636,3
DUR,2016,organized crime,kidnapping,rate,4.661582951,3
GUA,2016,organized crime,kidnapping,rate,0.489093738,3
GRO,2016,organized crime,kidnapping,rate,6.798729067,3
HID,2016,organized crime,kidnapping,rate,1.225008133,3
JAL,2016,organized crime,kidnapping,rate,0.316536028,3
MEX,2016,organized crime,kidnapping,rate,6.555210873,3
MIC,2016,organized crime,kidnapping,rate,2.888757163,3
MOR,2016,organized crime,kidnapping,rate,5.715113017,3
NAY,2016,organized crime,kidnapping,rate,5.43376691,3
NLE,2016,organized crime,kidnapping,rate,1.888858436,3
OAX,2016,organized crime,kidnapping,rate,1.581616085,3
PUE,2016,organized crime,kidnapping,rate,1.292162311,3
QUE,2016,organized crime,kidnapping,rate,0.756955355,3
ROO,2016,organized crime,kidnapping,rate,11.24658129,3
SLP,2016,organized crime,kidnapping,rate,3.595238035,3
SIN,2016,organized crime,kidnapping,rate,1.300809595,3
SON,2016,organized crime,kidnapping,rate,0.307938026,3
TAB,2016,organized crime,kidnapping,rate,80.57384858,3
TAM,2016,organized crime,kidnapping,rate,36.95666473,3
TLA,2016,organized crime,kidnapping,rate,0.912953671,3
VER,2016,organized crime,kidnapping,rate,13.65942977,3
YUC,2016,organized crime,kidnapping,rate,0.046384706,3
ZAC,2016,organized crime,kidnapping,rate,5.814403019,3
AGU,2017,organized crime,kidnapping,rate,1.308346817,3
BCN,2017,organized crime,kidnapping,rate,2.627876514,3
BCS,2017,organized crime,kidnapping,rate,8.750182295,3
CAM,2017,organized crime,kidnapping,rate,0.920608801,3
COA,2017,organized crime,kidnapping,rate,5.246365435,3
COL,2017,organized crime,kidnapping,rate,3.009618741,3
CHP,2017,organized crime,kidnapping,rate,4.599083979,3
CHH,2017,organized crime,kidnapping,rate,0.813140789,3
DIF,2017,organized crime,kidnapping,rate,1.289264647,3
DUR,2017,organized crime,kidnapping,rate,6.595240215,3
GUA,2017,organized crime,kidnapping,rate,1.028845811,3
GRO,2017,organized crime,kidnapping,rate,4.99610924,3
HID,2017,organized crime,kidnapping,rate,1.209279609,3
JAL,2017,organized crime,kidnapping,rate,0.257694955,3
MEX,2017,organized crime,kidnapping,rate,4.554867831,3
MIC,2017,organized crime,kidnapping,rate,3.162603568,3
MOR,2017,organized crime,kidnapping,rate,5.647994724,3
NAY,2017,organized crime,kidnapping,rate,5.349691501,3
NLE,2017,organized crime,kidnapping,rate,2.232455966,3
OAX,2017,organized crime,kidnapping,rate,2.701157667,3
PUE,2017,organized crime,kidnapping,rate,1.18502053,3
QUE,2017,organized crime,kidnapping,rate,0.68021942,3
ROO,2017,organized crime,kidnapping,rate,39.74181524,3
SLP,2017,organized crime,kidnapping,rate,3.685616442,3
SIN,2017,organized crime,kidnapping,rate,1.516416837,3
SON,2017,organized crime,kidnapping,rate,0.101289414,3
TAB,2017,organized crime,kidnapping,rate,75.19304911,3
TAM,2017,organized crime,kidnapping,rate,30.75070492,3
TLA,2017,organized crime,kidnapping,rate,1.351988775,3
VER,2017,organized crime,kidnapping,rate,18.52698308,3
YUC,2017,organized crime,kidnapping,rate,260.5172811,3
ZAC,2017,organized crime,kidnapping,rate,9.080930108,3
AGU,2018,organized crime,kidnapping,rate,2.110235855,3
BCN,2018,organized crime,kidnapping,rate,3.252984445,3
BCS,2018,organized crime,kidnapping,rate,201.5852814,3
CAM,2018,organized crime,kidnapping,rate,1.691648398,3
COA,2018,organized crime,kidnapping,rate,4.07521299,3
COL,2018,organized crime,kidnapping,rate,10.976052,3
CHP,2018,organized crime,kidnapping,rate,3.607692286,3
CHH,2018,organized crime,kidnapping,rate,0.643779587,3
DIF,2018,organized crime,kidnapping,rate,1.013520188,3
DUR,2018,organized crime,kidnapping,rate,2.851335524,3
GUA,2018,organized crime,kidnapping,rate,0.392336042,3
GRO,2018,organized crime,kidnapping,rate,4.12180151,3
HID,2018,organized crime,kidnapping,rate,1.140036333,3
JAL,2018,organized crime,kidnapping,rate,0.417085495,3
MEX,2018,organized crime,kidnapping,rate,4.349139403,3
MIC,2018,organized crime,kidnapping,rate,3.531279782,3
MOR,2018,organized crime,kidnapping,rate,5.959468641,3
NAY,2018,organized crime,kidnapping,rate,21.08015008,3
NLE,2018,organized crime,kidnapping,rate,1.799900166,3
OAX,2018,organized crime,kidnapping,rate,1.544368029,3
PUE,2018,organized crime,kidnapping,rate,1.515427707,3
QUE,2018,organized crime,kidnapping,rate,1.522087768,3
ROO,2018,organized crime,kidnapping,rate,16.04632038,3
SLP,2018,organized crime,kidnapping,rate,2.960414718,3
SIN,2018,organized crime,kidnapping,rate,0.573926574,3
SON,2018,organized crime,kidnapping,rate,0.109086291,3
TAB,2018,organized crime,kidnapping,rate,34.34123261,3
TAM,2018,organized crime,kidnapping,rate,23.06094495,3
TLA,2018,organized crime,kidnapping,rate,0.48559234,3
VER,2018,organized crime,kidnapping,rate,15.6247654,3
YUC,2018,organized crime,kidnapping,rate,201.5852814,3
ZAC,2018,organized crime,kidnapping,rate,5.712303172,3
AGU,2015,organized crime,narcotics,rate,10.06138194,4
BCN,2015,organized crime,narcotics,rate,32.19375578,4
BCS,2015,organized crime,narcotics,rate,18.05941826,4
CAM,2015,organized crime,narcotics,rate,3.926564518,4
COA,2015,organized crime,narcotics,rate,4.199221744,4
COL,2015,organized crime,narcotics,rate,10.94643728,4
CHP,2015,organized crime,narcotics,rate,3.278182621,4
CHH,2015,organized crime,narcotics,rate,8.710124566,4
DIF,2015,organized crime,narcotics,rate,5.353949018,4
DUR,2015,organized crime,narcotics,rate,6.062051836,4
GUA,2015,organized crime,narcotics,rate,4.906739905,4
GRO,2015,organized crime,narcotics,rate,9.841771161,4
HID,2015,organized crime,narcotics,rate,1.310573048,4
JAL,2015,organized crime,narcotics,rate,11.25159701,4
MEX,2015,organized crime,narcotics,rate,1.160838205,4
MIC,2015,organized crime,narcotics,rate,14.0374084,4
MOR,2015,organized crime,narcotics,rate,2.486396047,4
NAY,2015,organized crime,narcotics,rate,5.939027104,4
NLE,2015,organized crime,narcotics,rate,3.72688109,4
OAX,2015,organized crime,narcotics,rate,3.607661578,4
PUE,2015,organized crime,narcotics,rate,2.151572034,4
QUE,2015,organized crime,narcotics,rate,5.653386523,4
ROO,2015,organized crime,narcotics,rate,6.426764721,4
SLP,2015,organized crime,narcotics,rate,5.583272516,4
SIN,2015,organized crime,narcotics,rate,20.22687256,4
SON,2015,organized crime,narcotics,rate,36.60624095,4
TAB,2015,organized crime,narcotics,rate,0.741879816,4
TAM,2015,organized crime,narcotics,rate,21.77571358,4
TLA,2015,organized crime,narcotics,rate,1.235336174,4
VER,2015,organized crime,narcotics,rate,0.679508735,4
YUC,2015,organized crime,narcotics,rate,2.724537087,4
ZAC,2015,organized crime,narcotics,rate,3.870884766,4
AGU,2016,organized crime,narcotics,rate,6.34536025,4
BCN,2016,organized crime,narcotics,rate,20.50929456,4
BCS,2016,organized crime,narcotics,rate,11.66900725,4
CAM,2016,organized crime,narcotics,rate,1.392703945,4
COA,2016,organized crime,narcotics,rate,4.830660696,4
COL,2016,organized crime,narcotics,rate,8.711477235,4
CHP,2016,organized crime,narcotics,rate,2.725278572,4
CHH,2016,organized crime,narcotics,rate,9.398764076,4
DIF,2016,organized crime,narcotics,rate,3.898833553,4
DUR,2016,organized crime,narcotics,rate,4.994553162,4
GUA,2016,organized crime,narcotics,rate,2.951236076,4
GRO,2016,organized crime,narcotics,rate,11.34180503,4
HID,2016,organized crime,narcotics,rate,0.884728096,4
JAL,2016,organized crime,narcotics,rate,8.10580496,4
MEX,2016,organized crime,narcotics,rate,1.188582191,4
MIC,2016,organized crime,narcotics,rate,9.263945386,4
MOR,2016,organized crime,narcotics,rate,1.585907321,4
NAY,2016,organized crime,narcotics,rate,2.96387286,4
NLE,2016,organized crime,narcotics,rate,3.135505004,4
OAX,2016,organized crime,narcotics,rate,1.433339577,4
PUE,2016,organized crime,narcotics,rate,0.945484618,4
QUE,2016,organized crime,narcotics,rate,6.38681081,4
ROO,2016,organized crime,narcotics,rate,8.690540092,4
SLP,2016,organized crime,narcotics,rate,3.05595233,4
SIN,2016,organized crime,narcotics,rate,10.00202336,4
SON,2016,organized crime,narcotics,rate,25.07984149,4
TAB,2016,organized crime,narcotics,rate,0.447632492,4
TAM,2016,organized crime,narcotics,rate,10.66030375,4
TLA,2016,organized crime,narcotics,rate,0.912953671,4
VER,2016,organized crime,narcotics,rate,0.613231442,4
YUC,2016,organized crime,narcotics,rate,2.736697678,4
ZAC,2016,organized crime,narcotics,rate,2.103081943,4
AGU,2017,organized crime,narcotics,rate,7.995452768,4
BCN,2017,organized crime,narcotics,rate,16.83573635,4
BCS,2017,organized crime,narcotics,rate,9.810810452,4
CAM,2017,organized crime,narcotics,rate,1.578186516,4
COA,2017,organized crime,narcotics,rate,5.408290294,4
COL,2017,organized crime,narcotics,rate,5.484194151,4
CHP,2017,organized crime,narcotics,rate,2.737549988,4
CHH,2017,organized crime,narcotics,rate,12.17000714,4
DIF,2017,organized crime,narcotics,rate,4.387183413,4
DUR,2017,organized crime,narcotics,rate,8.518851945,4
GUA,2017,organized crime,narcotics,rate,3.136054075,4
GRO,2017,organized crime,narcotics,rate,9.185884395,4
HID,2017,organized crime,narcotics,rate,0.638230905,4
JAL,2017,organized crime,narcotics,rate,7.338170636,4
MEX,2017,organized crime,narcotics,rate,1.524220095,4
MIC,2017,organized crime,narcotics,rate,7.47588656,4
MOR,2017,organized crime,narcotics,rate,1.921184906,4
NAY,2017,organized crime,narcotics,rate,3.404349137,4
NLE,2017,organized crime,narcotics,rate,3.032419353,4
OAX,2017,organized crime,narcotics,rate,1.42424677,4
PUE,2017,organized crime,narcotics,rate,1.21620528,4
QUE,2017,organized crime,narcotics,rate,6.58576075,4
ROO,2017,organized crime,narcotics,rate,9.468269462,4
SLP,2017,organized crime,narcotics,rate,7.062116666,4
SIN,2017,organized crime,narcotics,rate,17.02719477,4
SON,2017,organized crime,narcotics,rate,19.65014636,4
TAB,2017,organized crime,narcotics,rate,0.281471307,4
TAM,2017,organized crime,narcotics,rate,8.232029732,4
TLA,2017,organized crime,narcotics,rate,0.675994388,4
VER,2017,organized crime,narcotics,rate,0.286499738,4
YUC,2017,organized crime,narcotics,rate,2.703625378,4
ZAC,2017,organized crime,narcotics,rate,3.926888695,4
AGU,2018,organized crime,narcotics,rate,7.565586326,4
BCN,2018,organized crime,narcotics,rate,23.24179934,4
BCS,2018,organized crime,narcotics,rate,13.53569456,4
CAM,2018,organized crime,narcotics,rate,1.240542158,4
COA,2018,organized crime,narcotics,rate,4.750932067,4
COL,2018,organized crime,narcotics,rate,6.313023373,4
CHP,2018,organized crime,narcotics,rate,2.221475739,4
CHH,2018,organized crime,narcotics,rate,10.30047339,4
DIF,2018,organized crime,narcotics,rate,4.67184544,4
DUR,2018,organized crime,narcotics,rate,7.645143374,4
GUA,2018,organized crime,narcotics,rate,3.217155547,4
GRO,2018,organized crime,narcotics,rate,7.074900551,4
HID,2018,organized crime,narcotics,rate,1.154512985,4
JAL,2018,organized crime,narcotics,rate,10.18085831,4
MEX,2018,organized crime,narcotics,rate,1.962868945,4
MIC,2018,organized crime,narcotics,rate,5.650047651,4
MOR,2018,organized crime,narcotics,rate,1.559589048,4
NAY,2018,organized crime,narcotics,rate,6.515682753,4
NLE,2018,organized crime,narcotics,rate,4.267763281,4
OAX,2018,organized crime,narcotics,rate,2.020991956,4
PUE,2018,organized crime,narcotics,rate,1.463229641,4
QUE,2018,organized crime,narcotics,rate,7.807317586,4
ROO,2018,organized crime,narcotics,rate,8.387849289,4
SLP,2018,organized crime,narcotics,rate,10.23659924,4
SIN,2018,organized crime,narcotics,rate,15.19031376,4
SON,2018,organized crime,narcotics,rate,14.63938027,4
TAB,2018,organized crime,narcotics,rate,0.381569251,4
TAM,2018,organized crime,narcotics,rate,6.082742002,4
TLA,2018,organized crime,narcotics,rate,0.890252624,4
VER,2018,organized crime,narcotics,rate,0.626025368,4
YUC,2018,organized crime,narcotics,rate,2.391048783,4
ZAC,2018,organized crime,narcotics,rate,4.383860574,4
AGU,2015,violent crime,assault,rate,866.7317403,5
BCN,2015,violent crime,assault,rate,2024.520332,5
BCS,2015,violent crime,assault,rate,1626.836057,5
CAM,2015,violent crime,assault,rate,88.61862053,5
COA,2015,violent crime,assault,rate,752.2891472,5
COL,2015,violent crime,assault,rate,344.0467217,5
CHP,2015,violent crime,assault,rate,130.0501409,5
CHH,2015,violent crime,assault,rate,1519.201042,5
DIF,2015,violent crime,assault,rate,919.1989269,5
DUR,2015,violent crime,assault,rate,1293.144667,5
GUA,2015,violent crime,assault,rate,1619.084877,5
GRO,2015,violent crime,assault,rate,815.4826295,5
HID,2015,violent crime,assault,rate,531.475176,5
JAL,2015,violent crime,assault,rate,787.4223254,5
MEX,2015,violent crime,assault,rate,958.6484175,5
MIC,2015,violent crime,assault,rate,366.4679587,5
MOR,2015,violent crime,assault,rate,1615.103773,5
NAY,2015,violent crime,assault,rate,267.5158177,5
NLE,2015,violent crime,assault,rate,1747.014806,5
OAX,2015,violent crime,assault,rate,93.66672959,5
PUE,2015,violent crime,assault,rate,686.3537557,5
QUE,2015,violent crime,assault,rate,689.2387458,5
ROO,2015,violent crime,assault,rate,1499.17403,5
SLP,2015,violent crime,assault,rate,622.7886706,5
SIN,2015,violent crime,assault,rate,844.3465211,5
SON,2015,violent crime,assault,rate,592.0401684,5
TAB,2015,violent crime,assault,rate,1083.205484,5
TAM,2015,violent crime,assault,rate,956.5224766,5
TLA,2015,violent crime,assault,rate,222.3337852,5
VER,2015,violent crime,assault,rate,311.7766352,5
YUC,2015,violent crime,assault,rate,600.8268798,5
ZAC,2015,violent crime,assault,rate,868.8506088,5
AGU,2016,violent crime,assault,rate,744.8346185,5
BCN,2016,violent crime,assault,rate,1753.063675,5
BCS,2016,violent crime,assault,rate,2008.154736,5
CAM,2016,violent crime,assault,rate,88.58011794,5
COA,2016,violent crime,assault,rate,1150.372474,5
COL,2016,violent crime,assault,rate,181.680969,5
CHP,2016,violent crime,assault,rate,173.6069353,5
CHH,2016,violent crime,assault,rate,1442.010961,5
DIF,2016,violent crime,assault,rate,977.7886403,5
DUR,2016,violent crime,assault,rate,1697.228026,5
GUA,2016,violent crime,assault,rate,1661.710472,5
GRO,2016,violent crime,assault,rate,882.4384117,5
HID,2016,violent crime,assault,rate,655.3597195,5
JAL,2016,violent crime,assault,rate,975.144169,5
MEX,2016,violent crime,assault,rate,994.2176544,5
MIC,2016,violent crime,assault,rate,372.1335012,5
MOR,2016,violent crime,assault,rate,1770.989914,5
NAY,2016,violent crime,assault,rate,202.3609746,5
NLE,2016,violent crime,assault,rate,1770.667413,5
OAX,2016,violent crime,assault,rate,563.5028276,5
PUE,2016,violent crime,assault,rate,518.8707024,5
QUE,2016,violent crime,assault,rate,786.6538105,5
ROO,2016,violent crime,assault,rate,734.1429594,5
SLP,2016,violent crime,assault,rate,879.5749853,5
SIN,2016,violent crime,assault,rate,634.5924355,5
SON,2016,violent crime,assault,rate,785.8010961,5
TAB,2016,violent crime,assault,rate,1125.007632,5
TAM,2016,violent crime,assault,rate,1315.377354,5
TLA,2016,violent crime,assault,rate,67.66391249,5
VER,2016,violent crime,assault,rate,323.1746878,5
YUC,2016,violent crime,assault,rate,571.2921454,5
ZAC,2016,violent crime,assault,rate,915.7169293,5
AGU,2017,violent crime,assault,rate,1150.167686,5
BCN,2017,violent crime,assault,rate,1631.885646,5
BCS,2017,violent crime,assault,rate,1916.233103,5
CAM,2017,violent crime,assault,rate,91.82669761,5
COA,2017,violent crime,assault,rate,1314.93395,5
COL,2017,violent crime,assault,rate,1597.081415,5
CHP,2017,violent crime,assault,rate,247.2503572,5
CHH,2017,violent crime,assault,rate,1462.196687,5
DIF,2017,violent crime,assault,rate,996.4430188,5
DUR,2017,violent crime,assault,rate,1721.97383,5
GUA,2017,violent crime,assault,rate,1745.712847,5
GRO,2017,violent crime,assault,rate,837.8791833,5
HID,2017,violent crime,assault,rate,921.8754469,5
JAL,2017,violent crime,assault,rate,897.9560484,5
MEX,2017,violent crime,assault,rate,1219.419239,5
MIC,2017,violent crime,assault,rate,501.4860515,5
MOR,2017,violent crime,assault,rate,1755.356314,5
NAY,2017,violent crime,assault,rate,137.6497424,5
NLE,2017,violent crime,assault,rate,1698.154838,5
OAX,2017,violent crime,assault,rate,620.0470923,5
PUE,2017,violent crime,assault,rate,430.0794786,5
QUE,2017,violent crime,assault,rate,869.8516648,5
ROO,2017,violent crime,assault,rate,985.1049171,5
SLP,2017,violent crime,assault,rate,1090.77602,5
SIN,2017,violent crime,assault,rate,647.1475491,5
SON,2017,violent crime,assault,rate,478.0530956,5
TAB,2017,violent crime,assault,rate,1161.81671,5
TAM,2017,violent crime,assault,rate,1322.934174,5
TLA,2017,violent crime,assault,rate,76.98536085,5
VER,2017,violent crime,assault,rate,453.9756048,5
YUC,2017,violent crime,assault,rate,421.4023187,5
ZAC,2017,violent crime,assault,rate,1034.387478,5
AGU,2018,violent crime,assault,rate,1408.047059,5
BCN,2018,violent crime,assault,rate,1670.483817,5
BCS,2018,violent crime,assault,rate,1912.454829,5
CAM,2018,violent crime,assault,rate,90.33402443,5
COA,2018,violent crime,assault,rate,1429.218827,5
COL,2018,violent crime,assault,rate,1613.584178,5
CHP,2018,violent crime,assault,rate,374.7243143,5
CHH,2018,violent crime,assault,rate,1399.555653,5
DIF,2018,violent crime,assault,rate,1053.625596,5
DUR,2018,violent crime,assault,rate,1626.044428,5
GUA,2018,violent crime,assault,rate,1842.196053,5
GRO,2018,violent crime,assault,rate,891.2304974,5
HID,2018,violent crime,assault,rate,1063.873136,5
JAL,2018,violent crime,assault,rate,818.0871226,5
MEX,2018,violent crime,assault,rate,1027.637683,5
MIC,2018,violent crime,assault,rate,545.2106287,5
MOR,2018,violent crime,assault,rate,1723.120338,5
NAY,2018,violent crime,assault,rate,137.7088288,5
NLE,2018,violent crime,assault,rate,1559.577132,5
OAX,2018,violent crime,assault,rate,847.1779792,5
PUE,2018,violent crime,assault,rate,479.2137211,5
QUE,2018,violent crime,assault,rate,1111.968138,5
ROO,2018,violent crime,assault,rate,1426.381952,5
SLP,2018,violent crime,assault,rate,1042.696678,5
SIN,2018,violent crime,assault,rate,856.069599,5
SON,2018,violent crime,assault,rate,362.7828684,5
TAB,2018,violent crime,assault,rate,1019.958793,5
TAM,2018,violent crime,assault,rate,1257.99402,5
TLA,2018,violent crime,assault,rate,98.75267307,5
VER,2018,violent crime,assault,rate,403.1716703,5
YUC,2018,violent crime,assault,rate,227.3550737,5
ZAC,2018,violent crime,assault,rate,1218.882985,5
AGU,2015,violent crime,rape,rate,366.7148462,6
BCN,2015,violent crime,rape,rate,222.3781447,6
BCS,2015,violent crime,rape,rate,436.2044104,6
CAM,2015,violent crime,rape,rate,42.3196398,6
COA,2015,violent crime,rape,rate,44.82502576,6
COL,2015,violent crime,rape,rate,22.86281204,6
CHP,2015,violent crime,rape,rate,50.86835101,6
CHH,2015,violent crime,rape,rate,185.7330372,6
DIF,2015,violent crime,rape,rate,41.59837031,6
DUR,2015,violent crime,rape,rate,51.78563911,6
GUA,2015,violent crime,rape,rate,98.18538304,6
GRO,2015,violent crime,rape,rate,223.1174258,6
HID,2015,violent crime,rape,rate,171.8920019,6
JAL,2015,violent crime,rape,rate,170.0548289,6
MEX,2015,violent crime,rape,rate,27.76489983,6
MIC,2015,violent crime,rape,rate,157.9639041,6
MOR,2015,violent crime,rape,rate,501.9412019,6
NAY,2015,violent crime,rape,rate,30.59136697,6
